"ID","floret"
1,21.7443389150842
2,20.9973952310609
3,18.973803538515
4,35.9502804839376
5,6.14692844087096
6,10.3135190436521
7,4.13440318571977
8,35.8548588384799
9,17.8860523447154
10,17.0749201685976
11,16.0444105119757
12,5.75561684645055
13,21.6109477043558
14,15.4670380630705
15,17.8688354150251
16,2.23953547637275
17,41.8824935974393
18,3.08175115303167
19,9.07624918320711
20,28.7549419335366
21,8.28543223717771
22,9.85657280932504
23,3.08388710657991
24,29.3452750481132
25,12.5936859791825
26,28.3140579576539
27,16.4156999877754
28,12.9129985211105
29,24.499036842721
30,30.1586081630552
31,5.56718354962675
32,7.20204953316554
33,32.2047022515343
34,11.8584469063268
35,8.77603842086148
36,18.4065024640453
37,23.9203356621393
38,17.4997554943287
39,13.9450162253
40,11.0409203086863
41,11.0184253067274
42,26.7852343738123
43,14.2424875615587
44,3.49236243713881
45,9.59436275870619
46,12.6180407376339
47,17.6575375014553
48,7.143398306596
49,6.91062754563402
50,8.34944419689041
51,15.6060030308759
52,12.7312109908134
53,24.9208323576188
54,10.8406545729555
55,12.4324378737731
56,12.1309976029358
57,27.0790169169643
58,8.36506778649226
59,14.572720685097
60,18.7019689447625
61,11.6191386351315
62,11.0133022614585
63,14.5388148413158
64,21.6410511798278
65,6.55787276490816
66,9.77280888944131
67,16.1064272372018
68,34.6091012224393
69,22.9890462369613
70,26.5887722700066
71,42.9877214298442
72,21.7311513247678
73,22.5023004876935
74,23.5795504076735
75,16.2291673155397
76,40.1925600815066
77,11.8783822343014
78,21.5581063950423
79,16.6641318887943
80,3.20639384108163
81,13.455938157913
82,8.06001001426033
83,9.96261613701106
84,4.25651485128134
85,23.6689835492306
86,20.6714611641921
87,10.3204793609617
88,22.6489910380973
89,15.070786477267
90,9.83077702080547
91,14.0784217300985
92,24.5851366447508
93,23.495158679989
94,5.51530168349192
95,35.1616981895833
96,18.7142138028406
97,13.9922406371645
98,9.34546868624626
99,32.2063686628086
100,6.67375882047998
101,31.8244200516662
102,14.9867196657953
103,26.8743696299913
104,8.81264520817805
105,12.3918972938071
106,4.87683914992126
107,19.8122398772647
108,16.7903111180821
109,11.3352011443068
110,30.2810660359151
111,38.6683934988556
112,4.2579978520975
113,30.8366688538852
114,14.0222024769131
115,16.3925506505658
116,29.2716717372959
117,9.39576669779817
118,6.56644418179478
119,13.790122312909
120,9.5094258949088
121,10.0111523932377
122,12.880320211156
123,6.63480043302288
124,26.1913495280836
125,5.7763638167966
126,24.8434796643695
127,12.5332283129285
128,13.9938896043412
129,11.7084072631606
130,19.9980056265706
131,13.3089052618085
132,17.2655362867794
133,16.4296779316389
134,10.1483443384671
135,19.9353550685991
136,8.15957205395068
137,23.8211687694123
138,24.8293299210026
139,19.4802997702124
140,10.117385114094
141,12.9846071077013
142,39.6480595065699
143,22.3383831897287
144,26.6211916111986
145,21.3658063787012
146,5.59700890338809
147,37.5209143787108
148,17.5167320611581
149,20.9608626294273
150,9.34433445535173
151,12.2992381543587
152,37.6464080785625
153,21.9670727175505
154,14.0214288539216
155,12.0484715027563
156,22.8800608882652
157,10.0127486113067
158,29.093015685629
159,16.2925618737496
160,4.63827036742244
161,14.9542389910622
162,7.12206326916507
163,11.6771779264043
164,12.6331777202857
165,18.9662565638537
166,12.0721753067039
167,25.7766568987673
168,9.17193489674835
169,13.6714956847552
170,24.004495910851
171,5.87710163882258
172,22.6612202688818
173,27.497241406908
174,15.4499372139203
175,19.1309531616399
176,8.81748880328426
177,20.5936287349043
178,18.2981252926461
179,16.1545078352643
180,33.1401428298315
181,19.3419414575348
182,10.8350939095826
183,10.3131128504716
184,28.9497463105702
185,23.4982514266286
186,22.1473816088491
187,11.2190398408077
188,6.31030905421503
189,9.94059930907805
190,10.7443302609007
191,19.2602652925592
192,6.99034385758366
193,15.222657149816
194,32.3125838270551
195,7.48296049112926
196,2.24771087871666
197,12.0911846914937
198,15.5680550491171
199,8.31556838397945
200,10.4115191496343
201,5.02203786973541
202,10.9921141196505
203,17.490533067706
204,25.5656580908479
205,18.1980121553601
