"ID","floret"
1,37.1412080003303
2,8.91681908858613
3,23.2078425049116
4,9.39086055810446
5,10.2896607227191
6,15.8547193484178
7,12.0052902639069
8,36.0926569991008
9,9.81986628419923
10,28.2371694020371
11,59.9198022125528
12,9.04236874053279
13,32.6467802845833
14,6.59434038254599
15,2.84213976985662
16,19.654635848762
17,9.84330458379564
18,24.1549012747569
19,20.9616853570859
20,19.8093186943291
21,8.40507779416246
22,12.1865876575507
23,21.2835121675621
24,7.92731931484458
25,15.9857522347298
26,8.77263966243868
27,30.3747085517727
28,19.3957174536234
29,16.6069875732974
30,24.1869784389449
31,8.82127353834955
32,39.5004422681589
33,27.8518757178755
34,22.9863031807273
35,17.8265651546275
36,8.65300007121277
37,15.5308458670334
38,7.74145706382353
39,21.6450169105575
40,27.2473488908504
41,7.53571425667842
42,34.8357026214318
43,26.8995438376386
44,12.2040645066037
45,17.7276674205364
46,24.2133277352332
47,9.05623731601075
48,10.4657257702156
49,60.0274961906369
50,16.3616820347478
51,8.53667742194746
52,12.4717020903926
53,8.07111681815706
54,3.64752298971849
55,9.42226835369989
56,6.88020221009042
57,14.4121170744158
58,20.2272645569659
59,19.8619622428887
60,21.2617579162061
61,9.27337762439024
62,18.0401440328386
63,13.694241967956
64,24.6021350764794
65,21.8436683204476
66,4.14013524449339
67,3.70883971544846
68,13.5727899601282
69,6.77704436723441
70,22.9939765500235
71,16.9664651452552
72,12.4135539502198
73,8.79413423046049
74,31.6418530173251
75,3.6467119272841
76,19.8495954451708
77,12.3312645031419
78,8.08371615171658
79,15.0980095216727
80,6.24169306693448
81,23.8409890313831
82,29.5749533567387
83,27.0863103324022
84,19.914086523683
85,11.0738480310166
86,33.2729928764503
87,15.3060799708258
88,39.87553711738
89,6.97916467396967
90,15.3923595270867
91,15.7606711750213
92,20.4955313153666
93,23.6193941473105
94,19.94995443257
95,17.2817929045346
96,3.53455132705525
97,25.4335717070366
98,8.46581271172868
99,16.1895219868199
100,19.7870501919855
101,4.02762179255439
102,6.27131080802898
103,17.5598507183437
104,14.4971434891486
105,10.013010176561
106,18.1351966915036
107,5.4187472261101
108,29.5397570860868
109,50.0378700513296
110,5.54368821806762
111,24.1843113730686
112,19.5231957402249
113,17.3563559582894
114,9.29505058199119
115,2.4787545376738
116,25.1664950249006
117,33.9117359470699
118,9.4304602434108
119,13.9621928050186
120,17.414281476555
121,32.4915120543033
122,25.424073203896
123,18.1347979707376
124,33.0401503590548
125,4.20899508629284
126,19.1691171881985
127,34.5519519552388
128,19.2172928641289
129,13.8014640882665
130,21.2576093913074
131,12.6336359973484
132,12.6034451881622
133,20.6823840916551
134,16.4389680286709
135,6.81652388963301
136,31.9460435245455
137,14.0140055100328
138,19.8818809238704
139,15.6104223553381
140,9.28492991078846
141,41.6314275935458
142,18.5315419548492
143,31.8061724841943
144,13.709533876282
145,31.5634188771094
146,8.10096481843715
147,34.5437448375329
148,16.8571751285634
149,11.7943165319744
150,5.05336136017262
151,5.94739620166296
152,8.57183950725229
153,12.0108116594433
154,10.5897512987108
155,13.8288838929515
156,34.0211719441975
157,13.1693561693062
158,14.9348573952081
159,8.27100117020163
160,9.54240940123159
161,48.4905980866121
162,29.040700007117
163,27.8143186932987
164,14.3484487254025
165,13.3177019347794
166,23.5393375204601
167,11.035910880687
168,14.4122889990788
169,13.7107773864933
170,8.98654393751973
171,7.34132674936568
172,15.7629861073928
173,11.8395133184791
174,20.8655502839275
175,13.8754986544439
176,19.0093138101545
177,16.6866328152746
178,12.6838629341923
179,25.9695662795857
180,43.4938602024214
181,28.3667812189242
182,35.3969865027436
183,7.32495271584527
184,18.1304962279394
185,19.5826893360498
186,24.6730665668482
187,13.1689182053747
188,15.7283038574744
189,23.232782028525
190,26.4008726482536
191,5.70265979137135
192,13.0938362344501
193,11.6647407171612
194,19.9047012025207
195,19.358675360756
196,5.46119528761231
197,12.3117661290672
198,11.1465331202518
199,20.818066881489
200,17.9021320905719
201,9.88761965243563
202,10.3578309835132
203,25.2982356535371
204,34.0618264346545
205,5.03065372211273
206,8.38012255151367
207,33.5612016887597
208,32.3444764246355
209,27.8077738188021
210,15.6267796780238
211,31.3631560379045
212,21.7622134318907
213,26.0644668688427
214,5.28921891354551
215,28.3993094389185
216,24.8273026077908
217,16.126524970821
218,6.0993151387581
219,16.0050588181962
220,6.68472052362796
221,13.9924293244396
222,24.7212634431086
223,26.7597024333963
224,14.6607798455458
225,19.6356807074032
226,19.3080747911048
227,10.7874492447561
228,30.4926703311149
229,19.0643438665528
230,14.8544792524361
231,5.17177415474508
232,31.8379146145936
233,6.64082112901735
234,12.0760400584549
235,10.7138049700082
236,8.21552765189287
237,23.4586664064867
238,21.0680950484574
239,16.7610189573388
240,4.61155921546587
241,15.8075124538975
242,12.8511140679256
243,18.1611504399195
244,17.2489620245435
245,14.1036718578272
246,11.320712857028
247,14.250352069193
248,7.68953846055892
249,16.5172513161617
250,8.08888994122482
251,4.80037360315318
252,11.8668888918772
253,16.9537366674813
254,13.006361745442
255,14.1958524581142
256,16.0250942589801
257,16.0033637497254
258,12.5191377212898
259,8.89015344843286
260,34.3010262332419
261,13.3858223873529
262,10.180672377112
263,12.0285350920205
264,19.9962305764735
265,6.11936284141078
266,6.80617923802771
267,25.0973773617287
268,5.21700029338175
269,23.4938383542795
270,13.795182694393
271,38.1104481177879
272,17.1240964367662
273,6.19100091318496
274,35.3298046856825
275,10.9579936672173
276,4.52383946388593
277,8.56947264115481
278,8.9779260584326
279,58.5448579666255
280,19.4115273972198
281,15.4870519669226
282,11.720759827377
283,19.4741832832868
